instant,dteday,season,year,month,hour,is_holiday,weekday,is_workingday,weather_cond,temperature,feeling_temperature,humidity,windspeed,casual,registered,total_count,time_of_day,temp_category,weather_daily
9538,2012-02-07,Spring,2012,February,8,0,2,1,Clear/Partly Cloudy,0.3,0.3182,0.49,0.0,7,522,529,Morning,Mild,Clear/Partly Cloudy
9539,2012-02-07,Spring,2012,February,9,0,2,1,Clear/Partly Cloudy,0.32,0.3333,0.49,0.0,11,278,289,Morning,Mild,Clear/Partly Cloudy
9540,2012-02-07,Spring,2012,February,10,0,2,1,Clear/Partly Cloudy,0.34,0.3333,0.46,0.1642,12,104,116,Morning,Mild,Clear/Partly Cloudy
9541,2012-02-07,Spring,2012,February,11,0,2,1,Clear/Partly Cloudy,0.36,0.3485,0.46,0.194,9,120,129,Morning,Mild,Clear/Partly Cloudy
9542,2012-02-07,Spring,2012,February,12,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.4,0.3284,9,163,172,Afternoon,Mild,Clear/Partly Cloudy
9543,2012-02-07,Spring,2012,February,13,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.2537,15,169,184,Afternoon,Mild,Clear/Partly Cloudy
9544,2012-02-07,Spring,2012,February,14,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.2537,11,127,138,Afternoon,Mild,Clear/Partly Cloudy
9545,2012-02-07,Spring,2012,February,15,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.38,0.194,13,133,146,Afternoon,Mild,Clear/Partly Cloudy
9546,2012-02-07,Spring,2012,February,16,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.35,0.2537,19,257,276,Afternoon,Mild,Clear/Partly Cloudy
9547,2012-02-07,Spring,2012,February,17,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.35,0.194,15,494,509,Evening,Mild,Clear/Partly Cloudy
9548,2012-02-07,Spring,2012,February,18,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.194,10,508,518,Evening,Mild,Clear/Partly Cloudy
9549,2012-02-07,Spring,2012,February,19,0,2,1,Clear/Partly Cloudy,0.38,0.3939,0.43,0.2239,11,327,338,Evening,Mild,Clear/Partly Cloudy
9550,2012-02-07,Spring,2012,February,20,0,2,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.1343,6,206,212,Evening,Mild,Clear/Partly Cloudy
9551,2012-02-07,Spring,2012,February,21,0,2,1,Clear/Partly Cloudy,0.34,0.3485,0.61,0.1045,20,170,190,Evening,Mild,Clear/Partly Cloudy
9552,2012-02-07,Spring,2012,February,22,0,2,1,Clear/Partly Cloudy,0.32,0.3182,0.57,0.194,11,107,118,Evening,Mild,Clear/Partly Cloudy
9553,2012-02-07,Spring,2012,February,23,0,2,1,Clear/Partly Cloudy,0.32,0.3333,0.57,0.1343,2,49,51,Evening,Mild,Clear/Partly Cloudy
9554,2012-02-08,Spring,2012,February,0,0,3,1,Clear/Partly Cloudy,0.3,0.2879,0.56,0.2239,2,21,23,Morning,Cold,Misty/Cloudy
9555,2012-02-08,Spring,2012,February,1,0,3,1,Clear/Partly Cloudy,0.28,0.2727,0.61,0.1642,1,9,10,Morning,Cold,Misty/Cloudy
9556,2012-02-08,Spring,2012,February,2,0,3,1,Clear/Partly Cloudy,0.26,0.303,0.65,0.0,0,1,1,Morning,Cold,Misty/Cloudy
9557,2012-02-08,Spring,2012,February,3,0,3,1,Clear/Partly Cloudy,0.26,0.303,0.65,0.0,0,1,1,Morning,Cold,Misty/Cloudy
9558,2012-02-08,Spring,2012,February,4,0,3,1,Clear/Partly Cloudy,0.24,0.2576,0.7,0.0896,0,1,1,Morning,Cold,Misty/Cloudy
9559,2012-02-08,Spring,2012,February,5,0,3,1,Clear/Partly Cloudy,0.24,0.2576,0.7,0.0896,0,20,20,Morning,Cold,Misty/Cloudy
9560,2012-02-08,Spring,2012,February,6,0,3,1,Misty/Cloudy,0.24,0.2879,0.7,0.0,3,95,98,Morning,Cold,Misty/Cloudy
9561,2012-02-08,Spring,2012,February,7,0,3,1,Misty/Cloudy,0.24,0.2576,0.7,0.1045,5,276,281,Morning,Cold,Misty/Cloudy
9562,2012-02-08,Spring,2012,February,8,0,3,1,Misty/Cloudy,0.24,0.2273,0.7,0.2239,13,495,508,Morning,Cold,Misty/Cloudy
9563,2012-02-08,Spring,2012,February,9,0,3,1,Misty/Cloudy,0.24,0.2576,0.7,0.1642,8,245,253,Morning,Cold,Misty/Cloudy
9564,2012-02-08,Spring,2012,February,10,0,3,1,Misty/Cloudy,0.26,0.2576,0.7,0.2239,1,107,108,Morning,Cold,Misty/Cloudy
9565,2012-02-08,Spring,2012,February,11,0,3,1,Misty/Cloudy,0.26,0.2576,0.65,0.2239,5,97,102,Morning,Cold,Misty/Cloudy
9566,2012-02-08,Spring,2012,February,12,0,3,1,Misty/Cloudy,0.28,0.2576,0.65,0.2836,14,124,138,Afternoon,Cold,Misty/Cloudy
9567,2012-02-08,Spring,2012,February,13,0,3,1,Misty/Cloudy,0.28,0.2879,0.61,0.1045,15,111,126,Afternoon,Cold,Misty/Cloudy
9568,2012-02-08,Spring,2012,February,14,0,3,1,Misty/Cloudy,0.3,0.303,0.56,0.1642,8,100,108,Afternoon,Cold,Misty/Cloudy
9569,2012-02-08,Spring,2012,February,15,0,3,1,Light Snow/Rain,0.3,0.3182,0.61,0.1045,5,49,54,Afternoon,Cold,Misty/Cloudy
9570,2012-02-08,Spring,2012,February,16,0,3,1,Light Snow/Rain,0.26,0.2727,0.81,0.1045,2,73,75,Afternoon,Cold,Misty/Cloudy
9571,2012-02-08,Spring,2012,February,17,0,3,1,Light Snow/Rain,0.24,0.2576,0.87,0.1045,8,147,155,Evening,Cold,Misty/Cloudy
9572,2012-02-08,Spring,2012,February,18,0,3,1,Light Snow/Rain,0.24,0.2576,0.87,0.1045,4,163,167,Evening,Cold,Misty/Cloudy
9573,2012-02-08,Spring,2012,February,19,0,3,1,Light Snow/Rain,0.24,0.2576,0.87,0.1045,3,158,161,Evening,Cold,Misty/Cloudy
9574,2012-02-08,Spring,2012,February,20,0,3,1,Light Snow/Rain,0.24,0.2424,0.87,0.1343,3,122,125,Evening,Cold,Misty/Cloudy
9575,2012-02-08,Spring,2012,February,21,0,3,1,Light Snow/Rain,0.24,0.2273,0.87,0.194,3,126,129,Evening,Cold,Misty/Cloudy
9576,2012-02-08,Spring,2012,February,22,0,3,1,Misty/Cloudy,0.24,0.2424,0.87,0.1343,3,95,98,Evening,Cold,Misty/Cloudy
9577,2012-02-08,Spring,2012,February,23,0,3,1,Misty/Cloudy,0.24,0.2424,0.87,0.1642,3,57,60,Evening,Cold,Misty/Cloudy
9578,2012-02-09,Spring,2012,February,0,0,4,1,Misty/Cloudy,0.24,0.2424,0.87,0.1642,3,23,26,Morning,Cold,Clear/Partly Cloudy
9579,2012-02-09,Spring,2012,February,1,0,4,1,Misty/Cloudy,0.24,0.2424,0.87,0.1343,2,10,12,Morning,Cold,Clear/Partly Cloudy
9580,2012-02-09,Spring,2012,February,2,0,4,1,Clear/Partly Cloudy,0.22,0.2273,0.8,0.1343,0,2,2,Morning,Cold,Clear/Partly Cloudy
9581,2012-02-09,Spring,2012,February,3,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.8,0.2836,0,4,4,Morning,Cold,Clear/Partly Cloudy
9582,2012-02-09,Spring,2012,February,4,0,4,1,Misty/Cloudy,0.22,0.197,0.75,0.4478,0,1,1,Morning,Cold,Clear/Partly Cloudy
9583,2012-02-09,Spring,2012,February,5,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.75,0.2836,0,18,18,Morning,Cold,Clear/Partly Cloudy
9584,2012-02-09,Spring,2012,February,6,0,4,1,Clear/Partly Cloudy,0.2,0.1818,0.75,0.2836,1,75,76,Morning,Cold,Clear/Partly Cloudy
9585,2012-02-09,Spring,2012,February,7,0,4,1,Clear/Partly Cloudy,0.2,0.197,0.69,0.2537,4,263,267,Morning,Cold,Clear/Partly Cloudy
9586,2012-02-09,Spring,2012,February,8,0,4,1,Clear/Partly Cloudy,0.2,0.197,0.64,0.2537,11,473,484,Morning,Cold,Clear/Partly Cloudy
9587,2012-02-09,Spring,2012,February,9,0,4,1,Clear/Partly Cloudy,0.2,0.197,0.59,0.2239,9,229,238,Morning,Cold,Clear/Partly Cloudy
9588,2012-02-09,Spring,2012,February,10,0,4,1,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2239,7,90,97,Morning,Cold,Clear/Partly Cloudy
9589,2012-02-09,Spring,2012,February,11,0,4,1,Clear/Partly Cloudy,0.24,0.2273,0.52,0.2239,4,95,99,Morning,Cold,Clear/Partly Cloudy
9590,2012-02-09,Spring,2012,February,12,0,4,1,Clear/Partly Cloudy,0.26,0.2273,0.48,0.3284,10,148,158,Afternoon,Cold,Clear/Partly Cloudy
9591,2012-02-09,Spring,2012,February,13,0,4,1,Clear/Partly Cloudy,0.3,0.2727,0.42,0.3284,10,144,154,Afternoon,Cold,Clear/Partly Cloudy
9592,2012-02-09,Spring,2012,February,14,0,4,1,Clear/Partly Cloudy,0.32,0.303,0.39,0.2985,18,126,144,Afternoon,Cold,Clear/Partly Cloudy
9593,2012-02-09,Spring,2012,February,15,0,4,1,Clear/Partly Cloudy,0.32,0.303,0.36,0.2985,14,120,134,Afternoon,Cold,Clear/Partly Cloudy
9594,2012-02-09,Spring,2012,February,16,0,4,1,Clear/Partly Cloudy,0.34,0.3333,0.36,0.0,15,223,238,Afternoon,Cold,Clear/Partly Cloudy
9595,2012-02-09,Spring,2012,February,17,0,4,1,Clear/Partly Cloudy,0.34,0.3333,0.34,0.1343,12,387,399,Evening,Cold,Clear/Partly Cloudy
9596,2012-02-09,Spring,2012,February,18,0,4,1,Clear/Partly Cloudy,0.34,0.3333,0.31,0.1642,13,404,417,Evening,Cold,Clear/Partly Cloudy
9597,2012-02-09,Spring,2012,February,19,0,4,1,Clear/Partly Cloudy,0.32,0.3333,0.33,0.1045,8,287,295,Evening,Cold,Clear/Partly Cloudy
9598,2012-02-09,Spring,2012,February,20,0,4,1,Clear/Partly Cloudy,0.32,0.3485,0.36,0.0,2,197,199,Evening,Cold,Clear/Partly Cloudy
9599,2012-02-09,Spring,2012,February,21,0,4,1,Clear/Partly Cloudy,0.3,0.3182,0.52,0.0896,8,169,177,Evening,Cold,Clear/Partly Cloudy
9600,2012-02-09,Spring,2012,February,22,0,4,1,Misty/Cloudy,0.3,0.3333,0.56,0.0,3,104,107,Evening,Cold,Clear/Partly Cloudy
9601,2012-02-09,Spring,2012,February,23,0,4,1,Misty/Cloudy,0.3,0.3333,0.52,0.0,9,75,84,Evening,Cold,Clear/Partly Cloudy
9602,2012-02-10,Spring,2012,February,0,0,5,1,Misty/Cloudy,0.28,0.303,0.65,0.0896,4,39,43,Morning,Cold,Misty/Cloudy
9603,2012-02-10,Spring,2012,February,1,0,5,1,Misty/Cloudy,0.28,0.303,0.61,0.0896,2,11,13,Morning,Cold,Misty/Cloudy
9604,2012-02-10,Spring,2012,February,2,0,5,1,Clear/Partly Cloudy,0.26,0.2879,0.52,0.0896,7,9,16,Morning,Cold,Misty/Cloudy
9605,2012-02-10,Spring,2012,February,3,0,5,1,Clear/Partly Cloudy,0.26,0.2879,0.56,0.0896,0,5,5,Morning,Cold,Misty/Cloudy
9606,2012-02-10,Spring,2012,February,4,0,5,1,Clear/Partly Cloudy,0.26,0.2879,0.56,0.0896,0,2,2,Morning,Cold,Misty/Cloudy
9607,2012-02-10,Spring,2012,February,5,0,5,1,Clear/Partly Cloudy,0.24,0.2273,0.52,0.2239,0,17,17,Morning,Cold,Misty/Cloudy
9608,2012-02-10,Spring,2012,February,6,0,5,1,Clear/Partly Cloudy,0.2,0.197,0.59,0.194,3,61,64,Morning,Cold,Misty/Cloudy
9609,2012-02-10,Spring,2012,February,7,0,5,1,Clear/Partly Cloudy,0.2,0.2121,0.59,0.1642,5,225,230,Morning,Cold,Misty/Cloudy
9610,2012-02-10,Spring,2012,February,8,0,5,1,Clear/Partly Cloudy,0.2,0.2121,0.59,0.1642,1,447,448,Morning,Cold,Misty/Cloudy
9611,2012-02-10,Spring,2012,February,9,0,5,1,Clear/Partly Cloudy,0.22,0.2273,0.55,0.1642,10,265,275,Morning,Cold,Misty/Cloudy
9612,2012-02-10,Spring,2012,February,10,0,5,1,Misty/Cloudy,0.26,0.2727,0.48,0.1343,5,119,124,Morning,Cold,Misty/Cloudy
9613,2012-02-10,Spring,2012,February,11,0,5,1,Misty/Cloudy,0.28,0.2879,0.45,0.1045,19,134,153,Morning,Cold,Misty/Cloudy
9614,2012-02-10,Spring,2012,February,12,0,5,1,Misty/Cloudy,0.3,0.303,0.42,0.1343,8,168,176,Afternoon,Cold,Misty/Cloudy
9615,2012-02-10,Spring,2012,February,13,0,5,1,Misty/Cloudy,0.3,0.3182,0.42,0.0896,22,170,192,Afternoon,Cold,Misty/Cloudy
9616,2012-02-10,Spring,2012,February,14,0,5,1,Misty/Cloudy,0.32,0.3333,0.39,0.0896,8,138,146,Afternoon,Cold,Misty/Cloudy
9617,2012-02-10,Spring,2012,February,15,0,5,1,Misty/Cloudy,0.32,0.3333,0.45,0.1343,27,164,191,Afternoon,Cold,Misty/Cloudy
9618,2012-02-10,Spring,2012,February,16,0,5,1,Misty/Cloudy,0.34,0.3182,0.42,0.2537,28,240,268,Afternoon,Cold,Misty/Cloudy
9619,2012-02-10,Spring,2012,February,17,0,5,1,Misty/Cloudy,0.34,0.3333,0.42,0.194,15,381,396,Evening,Cold,Misty/Cloudy
9620,2012-02-10,Spring,2012,February,18,0,5,1,Light Snow/Rain,0.3,0.303,0.61,0.1343,14,345,359,Evening,Cold,Misty/Cloudy
9621,2012-02-10,Spring,2012,February,19,0,5,1,Misty/Cloudy,0.32,0.3485,0.57,0.0,16,246,262,Evening,Cold,Misty/Cloudy
9622,2012-02-10,Spring,2012,February,20,0,5,1,Misty/Cloudy,0.32,0.3485,0.57,0.0,7,144,151,Evening,Cold,Misty/Cloudy
9623,2012-02-10,Spring,2012,February,21,0,5,1,Misty/Cloudy,0.32,0.3333,0.66,0.0896,14,108,122,Evening,Cold,Misty/Cloudy
9624,2012-02-10,Spring,2012,February,22,0,5,1,Misty/Cloudy,0.32,0.3485,0.66,0.0,11,102,113,Evening,Cold,Misty/Cloudy
9625,2012-02-10,Spring,2012,February,23,0,5,1,Misty/Cloudy,0.3,0.3182,0.7,0.0896,1,64,65,Evening,Cold,Misty/Cloudy
9626,2012-02-11,Spring,2012,February,0,0,6,0,Misty/Cloudy,0.3,0.303,0.7,0.1343,3,50,53,Morning,Cold,Light Snow/Rain
9627,2012-02-11,Spring,2012,February,1,0,6,0,Light Snow/Rain,0.28,0.2879,0.81,0.1343,2,43,45,Morning,Cold,Light Snow/Rain
9628,2012-02-11,Spring,2012,February,2,0,6,0,Light Snow/Rain,0.26,0.2576,0.81,0.194,2,24,26,Morning,Cold,Light Snow/Rain
9629,2012-02-11,Spring,2012,February,3,0,6,0,Light Snow/Rain,0.24,0.2273,0.87,0.2239,0,9,9,Morning,Cold,Light Snow/Rain
9630,2012-02-11,Spring,2012,February,4,0,6,0,Light Snow/Rain,0.24,0.2273,0.87,0.2239,0,4,4,Morning,Cold,Light Snow/Rain
9631,2012-02-11,Spring,2012,February,5,0,6,0,Light Snow/Rain,0.22,0.2273,0.93,0.1642,0,2,2,Morning,Cold,Light Snow/Rain
9632,2012-02-11,Spring,2012,February,6,0,6,0,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,8,9,Morning,Cold,Light Snow/Rain
9633,2012-02-11,Spring,2012,February,7,0,6,0,Light Snow/Rain,0.22,0.2273,0.93,0.1343,0,19,19,Morning,Cold,Light Snow/Rain
9634,2012-02-11,Spring,2012,February,8,0,6,0,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,77,78,Morning,Cold,Light Snow/Rain
9635,2012-02-11,Spring,2012,February,9,0,6,0,Light Snow/Rain,0.22,0.2424,0.93,0.1045,5,85,90,Morning,Cold,Light Snow/Rain
9636,2012-02-11,Spring,2012,February,10,0,6,0,Light Snow/Rain,0.22,0.2424,0.93,0.1045,23,143,166,Morning,Cold,Light Snow/Rain
9637,2012-02-11,Spring,2012,February,11,0,6,0,Misty/Cloudy,0.24,0.2576,0.81,0.1045,26,157,183,Morning,Cold,Light Snow/Rain
9638,2012-02-11,Spring,2012,February,12,0,6,0,Misty/Cloudy,0.26,0.2576,0.81,0.1642,25,196,221,Afternoon,Cold,Light Snow/Rain
9639,2012-02-11,Spring,2012,February,13,0,6,0,Misty/Cloudy,0.26,0.2424,0.81,0.2836,18,217,235,Afternoon,Cold,Light Snow/Rain
9640,2012-02-11,Spring,2012,February,14,0,6,0,Misty/Cloudy,0.26,0.2424,0.81,0.2537,38,205,243,Afternoon,Cold,Light Snow/Rain
9641,2012-02-11,Spring,2012,February,15,0,6,0,Misty/Cloudy,0.3,0.2727,0.61,0.2985,12,112,124,Afternoon,Cold,Light Snow/Rain
9642,2012-02-11,Spring,2012,February,16,0,6,0,Light Snow/Rain,0.22,0.197,0.75,0.4179,12,134,146,Afternoon,Cold,Light Snow/Rain
9643,2012-02-11,Spring,2012,February,17,0,6,0,Light Snow/Rain,0.22,0.1818,0.69,0.4627,13,131,144,Evening,Cold,Light Snow/Rain
9644,2012-02-11,Spring,2012,February,18,0,6,0,Misty/Cloudy,0.22,0.1818,0.47,0.6567,3,105,108,Evening,Cold,Light Snow/Rain
9645,2012-02-11,Spring,2012,February,19,0,6,0,Misty/Cloudy,0.2,0.1515,0.4,0.5522,2,85,87,Evening,Cold,Light Snow/Rain
9646,2012-02-11,Spring,2012,February,20,0,6,0,Misty/Cloudy,0.16,0.1212,0.43,0.5522,1,62,63,Evening,Cold,Light Snow/Rain
9647,2012-02-11,Spring,2012,February,21,0,6,0,Clear/Partly Cloudy,0.14,0.0758,0.43,0.6418,5,43,48,Evening,Cold,Light Snow/Rain
9648,2012-02-11,Spring,2012,February,22,0,6,0,Misty/Cloudy,0.14,0.1061,0.39,0.3881,0,46,46,Evening,Cold,Light Snow/Rain
9649,2012-02-11,Spring,2012,February,23,0,6,0,Light Snow/Rain,0.12,0.0758,0.5,0.4925,0,20,20,Evening,Cold,Light Snow/Rain
9650,2012-02-12,Spring,2012,February,0,0,0,0,Light Snow/Rain,0.1,0.0758,0.68,0.3881,0,21,21,Morning,Cold,Clear/Partly Cloudy
9651,2012-02-12,Spring,2012,February,1,0,0,0,Light Snow/Rain,0.08,0.0455,0.79,0.4627,0,24,24,Morning,Cold,Clear/Partly Cloudy
9652,2012-02-12,Spring,2012,February,2,0,0,0,Misty/Cloudy,0.1,0.0606,0.58,0.5821,1,26,27,Morning,Cold,Clear/Partly Cloudy
9653,2012-02-12,Spring,2012,February,3,0,0,0,Misty/Cloudy,0.1,0.0455,0.46,0.6866,0,14,14,Morning,Cold,Clear/Partly Cloudy
9654,2012-02-12,Spring,2012,February,4,0,0,0,Misty/Cloudy,0.1,0.0455,0.46,0.7164,0,1,1,Morning,Cold,Clear/Partly Cloudy
9655,2012-02-12,Spring,2012,February,5,0,0,0,Clear/Partly Cloudy,0.1,0.0758,0.49,0.3881,0,3,3,Morning,Cold,Clear/Partly Cloudy
9656,2012-02-12,Spring,2012,February,6,0,0,0,Clear/Partly Cloudy,0.1,0.0758,0.49,0.3881,0,2,2,Morning,Cold,Clear/Partly Cloudy
9657,2012-02-12,Spring,2012,February,7,0,0,0,Clear/Partly Cloudy,0.08,0.0909,0.53,0.194,0,18,18,Morning,Cold,Clear/Partly Cloudy
9658,2012-02-12,Spring,2012,February,8,0,0,0,Clear/Partly Cloudy,0.08,0.0758,0.53,0.2537,0,26,26,Morning,Cold,Clear/Partly Cloudy
9659,2012-02-12,Spring,2012,February,9,0,0,0,Clear/Partly Cloudy,0.1,0.0909,0.49,0.2985,3,60,63,Morning,Cold,Clear/Partly Cloudy
9660,2012-02-12,Spring,2012,February,10,0,0,0,Clear/Partly Cloudy,0.12,0.1061,0.42,0.3582,8,83,91,Morning,Cold,Clear/Partly Cloudy
9661,2012-02-12,Spring,2012,February,11,0,0,0,Clear/Partly Cloudy,0.12,0.1061,0.42,0.2985,3,121,124,Morning,Cold,Clear/Partly Cloudy
9662,2012-02-12,Spring,2012,February,12,0,0,0,Clear/Partly Cloudy,0.14,0.0758,0.39,0.6418,7,133,140,Afternoon,Cold,Clear/Partly Cloudy
9663,2012-02-12,Spring,2012,February,13,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.4478,10,128,138,Afternoon,Cold,Clear/Partly Cloudy
9664,2012-02-12,Spring,2012,February,14,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.5224,9,102,111,Afternoon,Cold,Clear/Partly Cloudy
9665,2012-02-12,Spring,2012,February,15,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.5522,5,150,155,Afternoon,Cold,Clear/Partly Cloudy
9666,2012-02-12,Spring,2012,February,16,0,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,0.4627,16,148,164,Afternoon,Cold,Clear/Partly Cloudy
9667,2012-02-12,Spring,2012,February,17,0,0,0,Clear/Partly Cloudy,0.18,0.1515,0.37,0.4179,4,83,87,Evening,Cold,Clear/Partly Cloudy
9668,2012-02-12,Spring,2012,February,18,0,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,0.4627,4,92,96,Evening,Cold,Clear/Partly Cloudy
9669,2012-02-12,Spring,2012,February,19,0,0,0,Clear/Partly Cloudy,0.16,0.1364,0.4,0.2836,2,78,80,Evening,Cold,Clear/Partly Cloudy
9670,2012-02-12,Spring,2012,February,20,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.42,0.3284,1,56,57,Evening,Cold,Clear/Partly Cloudy
9671,2012-02-12,Spring,2012,February,21,0,0,0,Clear/Partly Cloudy,0.14,0.1212,0.43,0.2985,0,36,36,Evening,Cold,Clear/Partly Cloudy
9672,2012-02-12,Spring,2012,February,22,0,0,0,Clear/Partly Cloudy,0.14,0.1515,0.43,0.1642,0,28,28,Evening,Cold,Clear/Partly Cloudy
9673,2012-02-12,Spring,2012,February,23,0,0,0,Clear/Partly Cloudy,0.14,0.1364,0.43,0.2239,0,23,23,Evening,Cold,Clear/Partly Cloudy
9674,2012-02-13,Spring,2012,February,0,0,1,1,Clear/Partly Cloudy,0.14,0.1364,0.46,0.2239,0,9,9,Morning,Cold,Clear/Partly Cloudy
9675,2012-02-13,Spring,2012,February,1,0,1,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,0,6,6,Morning,Cold,Clear/Partly Cloudy
9676,2012-02-13,Spring,2012,February,2,0,1,1,Clear/Partly Cloudy,0.14,0.1364,0.46,0.194,0,4,4,Morning,Cold,Clear/Partly Cloudy
9677,2012-02-13,Spring,2012,February,3,0,1,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1045,0,1,1,Morning,Cold,Clear/Partly Cloudy
9678,2012-02-13,Spring,2012,February,4,0,1,1,Clear/Partly Cloudy,0.12,0.1667,0.54,0.0896,0,2,2,Morning,Cold,Clear/Partly Cloudy
9679,2012-02-13,Spring,2012,February,5,0,1,1,Clear/Partly Cloudy,0.1,0.1212,0.58,0.1343,0,17,17,Morning,Cold,Clear/Partly Cloudy
9680,2012-02-13,Spring,2012,February,6,0,1,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2239,1,71,72,Morning,Cold,Clear/Partly Cloudy
9681,2012-02-13,Spring,2012,February,7,0,1,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.194,1,194,195,Morning,Cold,Clear/Partly Cloudy
9682,2012-02-13,Spring,2012,February,8,0,1,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,4,413,417,Morning,Cold,Clear/Partly Cloudy
9683,2012-02-13,Spring,2012,February,9,0,1,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,7,198,205,Morning,Cold,Clear/Partly Cloudy
9684,2012-02-13,Spring,2012,February,10,0,1,1,Clear/Partly Cloudy,0.14,0.1515,0.5,0.1343,1,70,71,Morning,Cold,Clear/Partly Cloudy
9685,2012-02-13,Spring,2012,February,11,0,1,1,Clear/Partly Cloudy,0.22,0.2273,0.37,0.194,5,85,90,Morning,Cold,Clear/Partly Cloudy
9686,2012-02-13,Spring,2012,February,12,0,1,1,Clear/Partly Cloudy,0.28,0.2576,0.28,0.3284,7,111,118,Afternoon,Cold,Clear/Partly Cloudy
9687,2012-02-13,Spring,2012,February,13,0,1,1,Clear/Partly Cloudy,0.32,0.303,0.22,0.2239,11,129,140,Afternoon,Cold,Clear/Partly Cloudy
9688,2012-02-13,Spring,2012,February,14,0,1,1,Clear/Partly Cloudy,0.34,0.3485,0.23,0.1045,10,125,135,Afternoon,Cold,Clear/Partly Cloudy
9689,2012-02-13,Spring,2012,February,15,0,1,1,Clear/Partly Cloudy,0.36,0.3485,0.27,0.1343,10,145,155,Afternoon,Cold,Clear/Partly Cloudy
9690,2012-02-13,Spring,2012,February,16,0,1,1,Clear/Partly Cloudy,0.36,0.3485,0.23,0.194,5,206,211,Afternoon,Cold,Clear/Partly Cloudy
9691,2012-02-13,Spring,2012,February,17,0,1,1,Clear/Partly Cloudy,0.36,0.3485,0.23,0.194,8,399,407,Evening,Cold,Clear/Partly Cloudy
9692,2012-02-13,Spring,2012,February,18,0,1,1,Clear/Partly Cloudy,0.34,0.3182,0.25,0.2537,6,399,405,Evening,Cold,Clear/Partly Cloudy
9693,2012-02-13,Spring,2012,February,19,0,1,1,Clear/Partly Cloudy,0.34,0.3333,0.25,0.1343,7,256,263,Evening,Cold,Clear/Partly Cloudy
9694,2012-02-13,Spring,2012,February,20,0,1,1,Clear/Partly Cloudy,0.3,0.303,0.42,0.1642,4,210,214,Evening,Cold,Clear/Partly Cloudy
9695,2012-02-13,Spring,2012,February,21,0,1,1,Clear/Partly Cloudy,0.28,0.2879,0.45,0.1343,2,145,147,Evening,Cold,Clear/Partly Cloudy
9696,2012-02-13,Spring,2012,February,22,0,1,1,Clear/Partly Cloudy,0.26,0.2727,0.56,0.1045,3,99,102,Evening,Cold,Clear/Partly Cloudy
9697,2012-02-13,Spring,2012,February,23,0,1,1,Clear/Partly Cloudy,0.28,0.3182,0.41,0.0,2,34,36,Evening,Cold,Clear/Partly Cloudy
9698,2012-02-14,Spring,2012,February,0,0,2,1,Misty/Cloudy,0.26,0.303,0.6,0.0,0,14,14,Morning,Mild,Misty/Cloudy
9699,2012-02-14,Spring,2012,February,1,0,2,1,Misty/Cloudy,0.26,0.303,0.56,0.0,0,6,6,Morning,Mild,Misty/Cloudy
9700,2012-02-14,Spring,2012,February,2,0,2,1,Misty/Cloudy,0.28,0.3182,0.41,0.0,0,3,3,Morning,Mild,Misty/Cloudy
9701,2012-02-14,Spring,2012,February,3,0,2,1,Misty/Cloudy,0.26,0.303,0.52,0.0,0,3,3,Morning,Mild,Misty/Cloudy
9702,2012-02-14,Spring,2012,February,4,0,2,1,Misty/Cloudy,0.26,0.2727,0.65,0.1045,0,2,2,Morning,Mild,Misty/Cloudy
9703,2012-02-14,Spring,2012,February,5,0,2,1,Misty/Cloudy,0.26,0.2727,0.65,0.1045,2,20,22,Morning,Mild,Misty/Cloudy
9704,2012-02-14,Spring,2012,February,6,0,2,1,Misty/Cloudy,0.26,0.303,0.56,0.0,1,89,90,Morning,Mild,Misty/Cloudy
9705,2012-02-14,Spring,2012,February,7,0,2,1,Misty/Cloudy,0.24,0.2576,0.6,0.0896,4,276,280,Morning,Mild,Misty/Cloudy
9706,2012-02-14,Spring,2012,February,8,0,2,1,Misty/Cloudy,0.24,0.2879,0.7,0.0,3,510,513,Morning,Mild,Misty/Cloudy
